primer	site	class	id	dist.count	dist.mean	dist.variance	dist.standard_deviation	dist.min	dist.max	dist.median	dist.harmonic_mean	dist.geometric_mean	hght.count	hght.mean	hght.variance	hght.standard_deviation	hght.min	hght.max	hght.median	hght.harmonic_mean	hght.geometric_mean	tree.calc_tree_length	tree.calc_redundancy	tree.calc_gamma	tree.calc_fiala_stemminess	tree.calc_imbalance	tree.calc_i2	tree.calc_fp_mean	tree.calc_es_mean	tree.calc_pe_mean	tree.calc_shapley_mean	tree.to_newick
F04R22	BelleairBlvd	post	152	3	0.06494	0.000952741300000001	0.0308665077389717	0.03066	0.09053	0.07363	0.0524079086720302	0.0589033267726035	5	0.977389809728716	0.00281245165951405	0.0530325528285604	0.937425628327945	1.0698703078236	0.961927713739678	0.975224341467145	0.976284531476748	1.11305095135642	0.94347452432179	-1.656747910	0.0835200398307194	1	1	0.371016983785473	0.371016983785473	0.0545091770135942	0.0585417743428249	(38736:0.030776,(2047:0.120347,40167:0.012404):0.012098):0.937426;
F04R22	BelleairBlvd	post	357	6	0.0135316666666667	6.62261666666661e-06	0.00257344451400581	0.00992	0.01725	0.013565	0.0131140561767267	0.0133240029380657	7	0.991176180216385	0.000137085058449967	0.0117083328638183	0.973925769340217	1.00615472173666	0.997796658400748	0.991057287273563	0.99111679029622	1.0617667384853	0.979411087171565	-2.372361727	0.0687922380516304	1	0.666666666666667	0.265441684621326	0.265441684621326	0.0198382048050734	0.0219602422862718	(18229:0.023871,(21283:0.016066,(11582:0.023741,18942:0.015675):0.000520):0.007968):0.973926;
F04R22	BelleairBlvd	pre	19	3	0.06644	0.0001112061	0.0105454302899408	0.05595	0.07704	0.06633	0.0653174897158687	0.0658782601290338	5	0.972648156502481	0.00476075860231973	0.0689982507192735	0.891522782266333	1.05373415904524	0.971718000246073	0.968727250123066	0.970687163460941	1.13675921748759	0.931620391256203	-1.565279615	0.368082222724192	1	1	0.378919739162531	0.378919739162531	0.0550137390805069	0.0817454784070869	(31308:0.027363,(40749:0.082016,11578:0.055662):0.080195):0.891523;
F04R22	BelleairBlvd	pre	7	10	0.06135	0.000525690733333335	0.0229279465572767	0.02997	0.1069	0.0661	0.0536493254574331	0.057464396843677	9	0.964720171619661	0.00357119169791931	0.0597594486078922	0.907694491766042	1.06510505394662	0.958063600227144	0.961558245209186	0.963117482594907	1.31751845542306	0.920620386144236	-2.586319850	0.0968535884112694	0.333333333333333	0.222222222222222	0.263503691084611	0.263503691084611	0.0717035775127769	0.0819647927314026	((19198:0.146508,(11778:0.106502,37014:0.020415):0.050511):0.000398,(25810:0.035122,3727:0.049972):0.000398):0.907694;
F04R22	BelleairBlvd	pre	194	10	0.084056	0.00229155722666667	0.0478702123106496	0.01027	0.1222	0.1082	0.0358375531739883	0.0611935121990387	9	0.972138486227978	0.00747783274239322	0.0864744629494351	0.910321558700284	1.11570046771494	0.929288541545744	0.965791178808756	0.968881770082497	1.2507536239482	0.937311594012949	-2.992994117	0.119442821764704	1	0.5	0.250150724789641	0.250150724789641	0.0467677490142037	0.0680864130495838	((34508:0.023966,(7860:0.018143,(18315:0.092682,4930:0.098786):0.105769):0.000281):0.000543,9289:0.000262):0.910322;
F04R22	BelleairBlvd	pre	369	3	0.06728	0.000259212900000001	0.0161000900618599	0.0544	0.08533	0.06211	0.0649322151750078	0.0660623560299356	5	0.946763273547927	0.00733386831595473	0.085638007426345	0.866611236488894	1.05139169339193	0.928930593498832	0.940666748860445	0.943694400034331	1.26618363226036	0.866908183869818	-1.728801181	0.0024092515258593	1	1	0.422061210753454	0.422061210753454	0.132992833669874	0.13319079859049	(25668:0.153066,(40819:0.061725,12039:0.184187):0.000594):0.866611;
F04R22	BelleairBlvd	pre	439	6	0.106988333333333	0.00414297973666667	0.064365982760047	0.00997	0.1805	0.10311	0.0413164623877845	0.0785473152003361	7	0.964180329848115	0.00783481120823441	0.0885144689202528	0.876903387825079	1.15451669765533	0.943336633424287	0.958011854528711	0.960969425448496	1.25073769106319	0.916420769645602	-2.039387670	0.474911039025634	0	0	0.312684422765798	0.312684422765798	0.0638205394441359	0.0934585758095284	((40855:0.018951,10740:0.000309):0.052119,(1436:0.211180,28325:0.024842):0.066433):0.876903;
F04R22	BelleairBlvd	pre	427	15	0.130125333333333	0.00629839079809524	0.0793624016653682	0.01919	0.25655	0.11439	0.065812221342399	0.0996317277291976	11	0.970015064723549	0.00890543523331484	0.0943686136028014	0.751091824839503	1.08111575295476	0.993987294115022	0.960468390773124	0.965453246735077	1.32983428804096	0.934033142391808	-0.9198564113	0.302438301723253	0.6	0.233333333333333	0.221639048006827	0.221639048006827	0.0462749669524282	0.0964570772002432	(22395:0.099260,((38594:0.022389,(20074:0.009772,12983:0.022338):0.001021):0.041347,(37833:0.052592,7246:0.071299):0.067969):0.190756):0.751092;
F04R22	BelleairBlvd	mixed	146	3	0.0517266666666667	0.000297702433333333	0.0172540555619058	0.03281	0.0666	0.05577	0.0473004715663116	0.049578536339019	5	0.983047020016316	0.00150307097437485	0.0387694592994905	0.947163074449344	1.04748702427259	0.968072025632234	0.981865359836489	0.982449282383663	1.08476489991842	0.957617550040789	-1.618443996	0.174511545293073	1	1	0.361588299972807	0.361588299972807	0.0388976247620624	0.045867275156359	((33947:0.079415,40554:0.019490):0.020909,16930:0.017788):0.947163;
F04R22	BelleairBlvd	mixed	342	3	0.0148066666666667	5.73333333326459e-09	7.57187779435497e-05	0.01472	0.01486	0.01484	0.0148064078196593	0.0148065373602908	5	0.990396252195979	0.000173001097121928	0.0131529881442176	0.975762899342833	1.0001951981261	0.999674669789837	0.990255828683	0.990326151660373	1.04801873902011	0.975990630489947	-1.729039854	0.00942126514131898	1	1	0.349339579673368	0.349339579673368	0.0239334591276813	0.0240852798924241	(40600:0.023912,(32941:0.023912,39634:0.023977):0.000455):0.975763;
F04R22	BayfrontPark	pre	721	3	0.0354666666666667	0.000522164933333333	0.0228509285004643	0.00964	0.05306	0.0437	0.0206236135549492	0.0281692470613512	5	0.983905260926189	0.00173067445646913	0.0416013756559699	0.919344580064815	1.02895478087046	1.00018172456613	0.982460073367752	0.983188961594531	1.08047369536905	0.959763152315474	-1.404420633	0.734654555463804	1	1	0.360157898456351	0.360157898456351	0.0267639902676399	0.0537097051014124	((40669:0.028773,25948:0.000424):0.080837,6385:0.051095):0.919345;
F04R22	BayfrontPark	pre	2343	10	0.105434	0.00189933355999999	0.0435813441738549	0.0249	0.17149	0.11346	0.0786882681480816	0.0941396165971967	9	0.946464907001404	0.00981717345498656	0.0990816504454107	0.790473733986759	1.10466282635486	0.954174189665549	0.937028771780772	0.941780470807099	1.48181583698736	0.87954604075316	-1.883357509	0.149311931539149	1	0.5	0.296363167397472	0.296363167397472	0.105528329464362	0.13826842060012	((22567:0.212851,(4881:0.025707,(10366:0.038976,20086:0.150489):0.006678):0.121457):0.035566,4149:0.099619):0.790474;
F04R22	BayfrontPark	pre	2352	6	0.0337216666666667	0.000352253016666666	0.0187684047448542	0.01566	0.05723	0.028755	0.0256974249717655	0.029364761557899	7	0.977031688936201	0.00181129847394468	0.0425593523675429	0.913776488660325	1.02651489852971	0.97831293114141	0.97542862805255	0.976232310855972	1.16077817744659	0.946407274184469	-2.164554852	0.27954149977195	1	0.666666666666667	0.290194544361648	0.290194544361648	0.0456163115762959	0.0617504221965671	(17275:0.112738,(5533:0.000534,(22052:0.028051,34927:0.041142):0.031181):0.033356):0.913776;
F04R22	BayfrontPark	pre	2707	10	0.066868	0.000503854906666666	0.0224467126026656	0.0208	0.08946	0.075305	0.0549238189478149	0.0618874300573192	9	0.949290838398773	0.00779511662928178	0.0882899576921508	0.812222769837358	1.07630270173395	0.948967247636543	0.942039089046106	0.945655154848423	1.45638245441104	0.88590438639724	-2.269281649	0.285381192098792	0.333333333333333	0.222222222222222	0.291276490882208	0.291276490882208	0.0868945741296653	0.128831936914736	((10470:0.179040,(16342:0.117120,24434:0.045119):0.057619):0.085040,(17369:0.069716,33296:0.023478):0.067028):0.812223;
F04R22	BayfrontPark	pre	2670	10	0.034672	7.99408622222222e-05	0.0089409653965454	0.01962	0.04747	0.03266	0.0324706274247598	0.0335924826135702	9	0.959219947348123	0.00474467043926574	0.068881568211429	0.867309723829166	1.08588208662408	0.96490014588259	0.954904915888441	0.957048418784107	1.36702047386689	0.908244881533276	-2.465317387	0.157490465907176	1	0.5	0.273404094773379	0.273404094773379	0.0778585441923638	0.0999421500075457	(27489:0.074576,(((34802:0.108154,1241:0.015217):0.076840,3743:0.113499):0.013834,4121:0.077846):0.019744):0.867310;
F04R22	BayfrontPark	pre	2660	3	0.05222	0.000192973299999999	0.0138914830021851	0.03809	0.06586	0.05271	0.0496614208156304	0.0509458217499376	5	0.932247557003257	0.0110103842052216	0.104930377895162	0.818054909260121	1.06042677657382	0.926078574752377	0.922863772815674	0.927536146015273	1.33876221498371	0.830618892508143	-1.602011539	0.090279436350609	1	1	0.446254071661238	0.446254071661238	0.165193113075849	0.173569101907864	(37293:0.242372,(6037:0.082896,35138:0.170312):0.025128):0.818055;
F04R22	BayfrontPark	pre	2815	3	0.0298	0.0001865703	0.0136590739071139	0.01757	0.04454	0.02729	0.0258597540085674	0.0277443893153628	5	0.947605719501065	0.0129437162873649	0.113770454369159	0.85400060845756	1.13163979312443	0.885488287191968	0.937634963660213	0.942458923710662	1.26197140249468	0.869014298752662	-1.567200959	0.10758665794637	1	1	0.420657134164892	0.420657134164892	0.125981137815637	0.135990264679039	((24444:0.001460,26619:0.247612):0.030027,7412:0.128871):0.854001;
F04R22	BayfrontPark	pre	6	10	0.196728	0.0225969737066667	0.150322898144849	0.0397	0.43358	0.12266	0.105111373963057	0.144078164990437	9	0.909896603789765	0.097954698033651	0.312977152574515	0.245872267703079	1.32400975771107	1.00026875051683	0.722977808612672	0.835906979862745	1.81093056589211	0.797267358526972	1.104796514	0.368574811821617	1	0.5	0.362186113178423	0.362186113178423	0.141989856390749	0.313011659637807	(17130:0.415771,(((39100:0.223028,39911:0.034007):0.100713,8808:0.002067):0.158322,35834:0.035075):0.596075):0.245872;
F04R22	BayfrontPark	mixed	2681	3	0.0677733333333333	0.000442354433333332	0.0210322236896941	0.04353	0.08114	0.07865	0.0624849016695611	0.0652490409242335	5	0.938235875298302	0.0117939622723171	0.108600010461865	0.845247685783338	1.11100639924607	0.938135554575993	0.928863151418783	0.933433590797635	1.30882062350849	0.845589688245755	-1.728430048	0.00184524541764055	1	1	0.436273541169496	0.436273541169496	0.154296310933439	0.154524312575051	((2111:0.265075,2564:0.104926):0.000684,12269:0.092888):0.845248;
F04R22	RyanCt	post	1261	15	0.0415186666666667	0.000473538369523809	0.0217609367795554	0.01606	0.06694	0.05353	0.0301758609151295	0.0355429482532905	11	0.984613967201032	0.0022982661447589	0.0479402351345808	0.944490510410908	1.07266906209692	0.966141514648977	0.982581767053166	0.983582798422465	1.16924636078865	0.96615072784227	-3.273031476	0.204973289259516	0.6	0.233333333333333	0.194874393464775	0.194874393464775	0.0204225784656962	0.0374593083962901	(((12630:0.016261,(25332:0.031187,20214:0.015432):0.091602):0.005044,(18431:0.015870,4914:0.021121):0.005228):0.000345,39746:0.022664):0.944491;
F04R22	RyanCt	post	1304	6	0.0785933333333333	0.000194840506666666	0.0139585280981437	0.05498	0.09497	0.07888	0.0762194919766361	0.0774587919151979	7	0.951504269879866	0.00400430762552946	0.0632795988098018	0.864969842422711	1.02526289196956	0.983326491300091	0.947832616976339	0.949677921408809	1.33947011084094	0.886843296386354	-2.168835285	0.143172624460062	0	0	0.334867527710235	0.334867527710235	0.102219976631825	0.118625067104557	((3192:0.096662,10305:0.138599):0.021695,(29859:0.077936,38844:0.095683):0.043926):0.864970;
F04R22	RyanCt	post	1357	6	0.359008333333333	0.0358838533366667	0.18943033900795	0.07432	0.52855	0.384345	0.222733275914027	0.29822440193056	7	0.905632013171788	0.0239326974625203	0.154701963344103	0.6812391502765	1.16142240993611	0.928009735669417	0.882584519586754	0.894167243082945	1.66057590779748	0.779808030734172	-1.361775644	0.364190396723765	1	0.666666666666667	0.415143976949371	0.415143976949371	0.189623637632657	0.244834189380246	((26557:0.171906,(35025:0.050697,15289:0.055708):0.145978):0.074864,34734:0.480183):0.681239;
F04R22	RyanCt	post	4579	6	0.17671	0.00493625836000001	0.0702585109435149	0.1146	0.2667	0.15011	0.156772486552733	0.165984371563875	7	0.970390284840171	0.0209832521398936	0.144855970328784	0.792667720746082	1.13532065867109	0.940650187034823	0.951367603565709	0.960930695287212	1.2072680061188	0.930910664627066	-1.549471726	0.401873383780033	1	0.666666666666667	0.301817001529701	0.301817001529701	0.0369184888100472	0.10365007134318	(9823:0.000180,((25877:0.075727,33368:0.071587):0.119124,18587:0.000180):0.147803):0.792668;
F04R22	RyanCt	post	4746	3	0.0315866666666667	1.38441333333329e-05	0.00372077052951844	0.0273	0.03398	0.03348	0.0312735558896823	0.0314333371172999	5	0.978350281277978	0.00381365274393741	0.0617547791181979	0.918315806352473	1.05393054237877	0.973435600037415	0.975253658764489	0.976797400674287	1.10824859361011	0.945875703194944	-1.728291745	0.291128520008469	1	1	0.369416197870038	0.369416197870038	0.0449376645242327	0.06331092908588	(15858:0.000601,(23944:0.080495,5696:0.053717):0.055120):0.918316;
F04R22	RyanCt	post	4764	3	0.02152	1.44676e-05	0.00380362984529252	0.01736	0.02482	0.02238	0.0210413316113686	0.0212848467063516	5	0.988611231426071	0.000297423038555511	0.0172459571655362	0.971342449769732	1.01127915918995	0.990753918093504	0.988371031393068	0.988491046896201	1.05694384286964	0.971528078565178	-1.729617236	0.00560897435897436	1	1	0.352314614289881	0.352314614289881	0.0284100451696736	0.0285337976999708	((17112:0.026253,7382:0.039565):0.000371,25230:0.019411):0.971342;
F04R22	RyanCt	post	4843	3	0.0710266666666667	0.00127203573333333	0.0356656099531935	0.02996	0.09424	0.08888	0.0543083072878734	0.0630754528864819	5	0.975223653605296	0.00341035242798093	0.0583982228152615	0.885601180891036	1.03001431383074	0.990517087135445	0.972314634386661	0.973787434726282	1.12388173197352	0.93805913401324	-1.322984740	0.610251073240536	1	1	0.374627243991173	0.374627243991173	0.0444548816126916	0.0794268503608278	(423:0.066358,(15259:0.027509,39016:0.039497):0.104916):0.885601;
F04R22	RyanCt	post	4920	6	0.0884783333333333	0.000186399736666668	0.0136528288887933	0.06923	0.10522	0.091455	0.086625569138983	0.0875656690625565	7	0.960451025499789	0.00904259261314788	0.0950925476215033	0.838648219550919	1.07284450636685	0.97299679227554	0.952230542325687	0.956359804914225	1.27684282150147	0.907719059499509	-2.005231001	0.213275803314349	1	0.666666666666667	0.319210705375369	0.319210705375369	0.0759615073064835	0.109548650487639	(((14630:0.099848,33013:0.079603):0.061485,8556:0.111408):0.072864,17938:0.012986):0.838648;
F04R22	RyanCt	post	5052	3	0.0169666666666667	3.02643333333324e-06	0.00173966471865507	0.01496	0.01805	0.01789	0.0168403343849922	0.0169046576567406	5	0.987488752203336	0.000316326215882956	0.0177855620063847	0.968444537576886	1.00779025478571	0.995846019204457	0.98723172866013	0.987360360000544	1.06255623898332	0.968721880508339	-1.728434080	0.00831485587583149	1	1	0.354185412994441	0.354185412994441	0.0311856718478435	0.0313705671354789	((27708:0.027365,40027:0.038791):0.000555,31099:0.027401):0.968445;
F04R22	RyanCt	post	5070	3	0.01296	1.09213e-05	0.003304739021466	0.0094	0.01593	0.01355	0.0123477951207341	0.0126598232270189	5	0.990190666700428	0.000252226818825196	0.0158816503810277	0.975210796850075	1.01281239713367	0.989074013116249	0.98998801626606	0.9900891505858	1.04904666649786	0.97547666675107	-1.728539046	0.0146750524109015	1	1	0.349682222165953	0.349682222165954	0.0244347099485985	0.0246119565492619	(19464:0.037602,(17091:0.013331,15464:0.022371):0.000532):0.975211;
F04R22	RyanCt	post	5025	6	0.01739	2.56707999999996e-06	0.00160221097237535	0.01491	0.01997	0.017365	0.0172663072746836	0.0173283020913846	7	0.985711255519775	0.000331964494909206	0.0182198928347344	0.966081104533447	1.0053414065061	0.995121386837386	0.98542177545064	0.985566641878969	1.10002121136158	0.966659596212808	-2.440472584	0.00731508636235293	1	0.666666666666667	0.275005302840394	0.275005302840394	0.0331957808673519	0.0334850267070325	(((6690:0.028462,21251:0.038103):0.000578,24307:0.028462):0.000578,40448:0.037756):0.966081;
F04R22	RyanCt	post	5100	10	0.048802	0.00027896672888889	0.0167022971141364	0.02801	0.07762	0.04642	0.043937399640344	0.0462975036005681	9	0.970185199331178	0.00204751522576951	0.0452494776297972	0.892979909861737	1.04091869732386	0.961315662159754	0.968298594071856	0.969243634245296	1.2683332060194	0.932916698495149	-2.414389320	0.0861320283019011	1	0.5	0.253666641203881	0.253666641203881	0.0626575509892293	0.0750706592315331	(19134:0.099114,(39247:0.032210,((36211:0.031001,35240:0.064580):0.000509,1495:0.086383):0.025431):0.036125):0.892980;
F04R22	RyanCt	post	5183	6	0.0190316666666667	2.40234166666666e-05	0.00490136885641824	0.01234	0.02481	0.019845	0.0178925573987682	0.0184715810799958	7	0.985439259901397	0.000430152221285063	0.0207401114096589	0.962609045263719	1.01897130461613	0.990285270824957	0.985067320621102	0.985252915203685	1.10192518069022	0.966024939769926	-2.383644585	0.0850565411631908	1	0.666666666666667	0.275481295172556	0.275481295172556	0.0324073641200176	0.0348290338566259	(((38958:0.018289,35414:0.027863):0.009126,3196:0.055801):0.000561,30579:0.027676):0.962609;
F04R22	RyanCt	post	5205	3	0.0177733333333333	1.48092333333332e-05	0.00384827667058038	0.01402	0.02171	0.01759	0.0172177413192414	0.0174940847251232	5	0.988266718706168	0.00038376677109131	0.0195899660819336	0.961116735171791	1.01340423715376	0.988266718706168	0.987955215406547	0.988111104056491	1.05866640646916	0.97066679676542	-1.607054365	0.271309771309771	1	1	0.352888802156387	0.352888802156387	0.0261498493700374	0.0325165570991231	(2098:0.027150,(21180:0.018112,39300:0.033187):0.019100):0.961117;
F04R22	RyanCt	post	5227	3	0.01996	1.70043999999999e-05	0.00412363916947153	0.01528	0.02306	0.02154	0.0193254869171662	0.0196521220221906	5	0.987468694503893	0.000345712638551099	0.0185933493096617	0.960407085287555	1.00562360548245	0.993943809480443	0.987185975583547	0.987327770208332	1.06265652748053	0.968671736259733	-1.624284695	0.240556660039761	1	1	0.354218842493511	0.354218842493511	0.0285733800828742	0.0340831473976595	((15004:0.023496,11443:0.028687):0.016529,12958:0.033537):0.960407;
F04R22	RyanCt	post	5239	6	0.02557	0.00013272164	0.011520487836893	0.00796	0.03779	0.02737	0.0191881563245761	0.022678587310712	7	0.986032324044407	0.000796859344920353	0.0282286971877973	0.934436812049988	1.01872051642804	0.992832905735331	0.985326239614388	0.985681522516025	1.09777373168915	0.967408756103617	-2.085844557	0.367456521703958	1	0.666666666666667	0.274443432922287	0.274443432922287	0.0262352064884548	0.0408342299097906	((34874:0.037772,(20317:0.000463,16351:0.025888):0.017876):0.040520,34831:0.040818):0.934437;
F04R22	RyanCt	post	5398	6	0.0141466666666667	4.21154666666659e-06	0.00205220531786335	0.00996	0.01505	0.01497	0.0138217637906004	0.013997887519398	7	0.99053639755686	0.000147338839087426	0.012138321098382	0.974846115454999	1.00016636167027	0.999600731991349	0.990408267370834	0.990472436380082	1.06624521710198	0.977918260966007	-2.388263965	0.103100779241436	1	0.666666666666667	0.266561304275495	0.266561304275495	0.0206704375311928	0.0228497754117451	((39556:0.024788,(29820:0.016536,12439:0.016603):0.008218):0.000499,15798:0.024755):0.974846;
F04R22	RyanCt	post	5410	3	0.01668	3.33799e-05	0.00577753407605701	0.01001	0.02013	0.0199	0.015012876916931	0.0158870639214499	5	0.989079170542212	0.000408511837205916	0.0202116757644169	0.97246812934289	1.02220276850687	0.98881654538491	0.988754219781656	0.988915784088934	1.05460414728894	0.972697926355529	-1.729031513	0.00698602794411178	1	1	0.351534715762981	0.351534715762981	0.0272254746402583	0.0273786726486841	((7629:0.016053,3272:0.049275):0.000460,35045:0.016348):0.972468;
F04R22	RyanCt	post	5416	6	0.015475	3.90203e-06	0.00197535566417797	0.0132	0.01771	0.015525	0.0152626803078809	0.0153689466070743	7	0.989048786132656	0.000201090658163761	0.0141806437852363	0.973970838698957	1.00710339384373	0.994043118846841	0.988874343435171	0.988961590120311	1.07665849707141	0.974447167642864	-2.441853516	0.00896245913344106	1	0.666666666666667	0.269164624267852	0.269164624267852	0.0254309807668342	0.0256719145931126	(23908:0.033133,((9311:0.019109,19251:0.024758):0.000498,1738:0.024725):0.000465):0.973971;
F04R22	RyanCt	post	5442	3	0.0132533333333333	8.28343333333334e-06	0.0028780954350635	0.00993	0.01492	0.01491	0.01277693232159	0.0130236256688283	5	0.991673644371504	0.000138549131508015	0.0117706895086063	0.975047727501088	1.00010047894966	0.99993301403356	0.9915611663977	0.991617522394317	1.04163177814248	0.97918411092876	-1.677026171	0.199193548387097	1	1	0.34721059271416	0.34721059271416	0.0194370945953489	0.0221946835471302	((4427:0.016613,23030:0.016646):0.008273,9383:0.025053):0.975048;
F04R22	RyanCt	post	5464	6	0.0183516666666667	2.16848566666668e-05	0.00465670019076457	0.01245	0.02501	0.01752	0.0173856205805938	0.0178627823116864	7	0.988108630617568	0.000316342701185561	0.0177860254465566	0.96657583560411	1.01624126063515	0.991541878119714	0.987834825429335	0.987971623678807	1.08323958567702	0.972253471440992	-2.336052545	0.146633921492563	0	0	0.270809896419256	0.270809896419256	0.0249077106405673	0.0291659375182287	((26458:0.033233,13284:0.024899):0.000467,(24637:0.008400,13667:0.033099):0.016566):0.966576;
